user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
donsteever,13,19:32,2015,44:57,2017,1:34:40,2017,3:35:19,2017,"1,966 mi",316,273 hrs,"15,667 ft",3:35:19,137.74636365748796,8:40.98066203920257,520.9806620392026,59,94.29336424675715,8:26.47100983858701,506.471009838587,167,2017-10-08,1:34:39.72705078125,136.71461507463852,8:38.47269379661088,518.4726937966109,61,91.36437993862752,8:23.4401173914805,503.4401173914805,160,2017-09-10,0:44:2.155999999999949,0,0,0,0,0,0,0,0,null,0:19:32.053955078125,85.53033487508209,8:18.53598932131348,498.5359893213135,37,105.72019988186383,8:33.77336478310531,513.7733647831053,186,2017-06-17
belinda0012,11,22:53,2016,48:57,2016,1:42:00,2016,3:55:48,2016,"1,351 mi",279,216 hrs,"49,108 ft",3:44:8.372999999999593,0,0,0,0,0,0,0,0,null,1:42:0,18.500049709818935,8:58.03459032781632,538.0345903278163,3,8.670480859648467,9:0.49506125353866537,540.4950612535387,8,2016-03-20,0:55:52.297999999999774,0,0,0,0,0,0,0,0,null,0:22:53,17.46671306249767,9:3.6626780334885325,543.6626780334885,2,9.50365626074457,9:1.5159992606329524,541.515999260633,10,2016-03-12
alopez0923,12,27:21,2017,57:49,2017,2:13:36,2017,6:58:10,2017,"1,201 mi",257,276 hrs,"82,197 ft",4:59:37.416015625,0,0,0,0,0,0,0,0,null,2:51:26.720703125,0,0,0,0,0,0,0,0,null,0:57:48.883056640625,105.72448724006233,12:7.211984888100687,727.2119848881007,43,28.37195996727259,12:7.814665539500538,727.8146655395005,45,2017-06-03,0:27:20.6419677734375,18.131936872187,11:32.11868761455469,692.1186876145547,5,4.53298421804675,11:32.11868761455469,692.1186876145547,5,2017-03-12
artwaggoner,14,19:47,2017,49:24,2016,1:49:50,2016,5:40:00,2016,"5,033 mi",413,416 hrs,"114,722 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:51:31.31884765625,0,0,0,0,0,0,0,0,null,0:49:46.63999999999987,76.28720676384937,9:42.57307551240763,582.5730755124076,36,20.98347303863696,9:43.76395687430477,583.7639568743048,38,2015-11-17,0:23:23.6400000000001,0,0,0,0,0,0,0,0,null
CKralich,14,22:44,2017,47:34,2017,1:52:25,2017,4:11:37,2017,"3,951 mi",345,390 hrs,"66,030 ft",2:55:11.360000000000582,0,0,0,0,0,0,0,0,null,1:52:25.466796875,81.71085848786501,9:15.514893697044727,555.5148936970447,37,71.8492631423742,9:39.18443961617015,579.1844396161702,124,2017-10-29,0:47:33.73291015625,78.49501025910256,9:57.404815081034144,597.4048150810341,36,67.96924662677431,9:42.448588157756376,582.4485881577564,119,2017-09-08,0:22:43.697998046875,81.14039063052196,9:23.628461778200517,563.6284617782005,36,71.41928045239871,9:39.86087507504055,579.8608750750406,122,2017-10-27
DonFancher,14,25:19,2015,54:03,2015,,,4:57:39,2016,191 mi,160,132 hrs,"1,955 ft",5:7:36.025000000001455,0,0,0,0,0,0,0,0,null,2:31:3.209999999999127,0,0,0,0,0,0,0,0,null,0:58:9.827000000000226,0,0,0,0,0,0,0,0,null,0:26:27.24700000000007,0,0,0,0,0,0,0,0,null
ericcbraun,14,23:49,2017,48:53,2015,1:44:29,2016,5:15:56,2018,"1,680 mi",230,280 hrs,"39,337 ft",3:53:11.975000000000364,0,0,0,0,0,0,0,0,null,1:44:29.300000000000182,57.45316713683871,9:50.19740233359357,590.1974023335936,39,28.296361655502665,9:10.490799476010807,550.4907994760108,67,2016-01-17,0:48:53.13099999999986,64.79983720034299,8:32.37477491416064,512.3747749141606,32,16.199959300085748,8:32.37477491416064,512.3747749141606,32,2015-11-08,0:21:39.083984375,0,0,0,0,0,0,0,0,null
run4fun16,14,30:35,2015,1:05:55,2015,,,4:22:31,2013,207 mi,67,44 hrs,"7,779 ft",4:22:31.12199999999939,15.79870423071984,9:39.46486409935653,579.4648640993565,8,3.94967605767996,9:39.46486409935653,579.4648640993565,8,2013-03-02,1:41:10.390000000000327,0,0,0,0,0,0,0,0,null,1:15:43.51299999999992,0,0,0,0,0,0,0,0,null,0:27:51.499000000000024,0,0,0,0,0,0,0,0,null
belladon12,14,,,32:48,2015,2:40:06,2016,5:46:20,2016,673 mi,137,130 hrs,"8,597 ft",277777:46:40,0,0,0,0,0,0,0,0,null,3:29:8.779000000000451,0,0,0,0,0,0,0,0,null,1:17:21.511000000000422,0,0,0,0,0,0,0,0,null,0:39:49.44900000000007,0,0,0,0,0,0,0,0,null
Jayrod73,14,22:37,2017,49:31,2016,2:04:27,2015,5:10:41,2016,"1,573 mi",168,167 hrs,"9,971 ft",5:10:41,55.78482690626799,12:51.57858842730877,771.5785884273088,19,37.11010051739634,11:37.16704632849246,697.1670463284925,80,2016-01-17,2:4:26.80199999999968,14.209485461949207,9:16.17566316267562,556.1756631626756,15,10.745601198835134,9:0.3524716044835259,540.3524716044835,45,2015-02-01,0:49:31.13799999999992,25.3824528481655,9:33.74118859908344,573.7411885990834,20,32.9569694201764,11:46.60022982604755,706.6002298260476,68,2016-11-05,0:22:37.40300000000002,35.08045945408586,9:23.584334656602664,563.5843346566027,26,25.634683041792204,9:55.026603997014035,595.026603997014,78,2017-06-09
JeMadore77,14,29:27,2012,1:04:37,2013,2:22:40,2011,5:43:49,2015,407 mi,121,108 hrs,"7,966 ft",5:43:48.60199999999895,83.67014014026454,14:58.49471835439829,898.4947183543983,44,79.64968506758466,14:24.461278470958064,864.4612784709581,208,2015-02-15,2:36:5.718999999999141,0,0,0,0,0,0,0,0,null,1:4:36.93600000000015,33.208205434111704,12:57.986845789069434,777.9868457890694,27,8.302051358527926,12:57.986845789069434,777.9868457890694,27,2013-07-13,0:29:28.501999999999953,39.660185749023405,12:49.206222575946185,769.2062225759462,29,9.915046437255851,12:49.206222575946185,769.2062225759462,29,2013-07-17
MarshallBlanks,14,26:20,2015,1:00:39,2017,2:28:27,2013,5:44:14,2015,"1,833 mi",235,198 hrs,"50,464 ft",5:44:14.265999999999622,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2015-02-28,5:44:14.265999999999622,0,0,0,0,0,0,0,0,null,2:53:49.84100000000035,0,0,0,0,0,0,0,0,null,2:53:49.84100000000035,0,0,0,0,0,0,0,0,null
MoiraHoran,14,23:40,2016,50:50,2016,1:46:46,2012,4:04:15,2013,,,,,51:27:44.828125,0,0,0,0,0,0,0,0,null,51:27:44.828125,0,0,0,0,0,0,0,0,null,1:3:6.694091796875,0,0,0,0,0,0,0,0,null,0:12:0.31799999999998363,0,0,0,0,0,0,0,0,null
3559e631-e255-4de3-8ee3-60182aee3a3c,14,27:37,2017,1:05:38,2017,,,5:57:59,2017,761 mi,126,146 hrs,"16,440 ft",5:57:59.00390625,66.04087395626371,13:13.788062402584615,793.7880624025846,32,37.72332713508972,12:21.12834860065277,741.1283486006528,82,2017-12-03,2:6:45.81591796875,0,0,0,0,0,0,0,0,null,0:57:12.047119140625,0,0,0,0,0,0,0,0,null,0:25:1.2060546875,0,0,0,0,0,0,0,0,null
Gomez6888,14,17:31,2016,36:27,2018,1:20:00,2016,2:49:20,2017,"2,985 mi",364,386 hrs,"68,422 ft",2:49:19.869000000000597,233.73412289095737,7:56.127088149861095,476.1270881498611,72,230.20130042957578,8:5.87536882406738,485.8753688240674,335,2017-01-29,1:20:0.06499999999959982,219.51611840878869,8:20.06192011033545,500.06192011033545,90,104.4533768501373,8:8.50607998892633,488.50607998892633,215,2016-03-06,0:36:59.88599999999997,0,0,0,0,0,0,0,0,null,0:17:41.794000000000096,0,0,0,0,0,0,0,0,null
BRErun33,14,28:35,2016,58:50,2016,2:11:27,2016,6:31:27,2017,453 mi,121,100 hrs,"17,362 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,1:12:26.5009765625,0,0,0,0,0,0,0,0,null,0:31:21.219970703125,0,0,0,0,0,0,0,0,null
jeffrey_keyes,14,22:49,2013,44:09,2014,1:49:17,2014,5:17:23,2013,473 mi,77,105 hrs,"29,560 ft",4:33:46,0,0,0,0,0,0,0,0,null,1:47:8,0,0,0,0,0,0,0,0,null,0:46:51,0,0,0,0,0,0,0,0,null,0:21:37,0,0,0,0,0,0,0,0,null
marcellojohnson,14,25:43,2016,54:42,2015,2:20:00,2013,5:37:50,2014,860 mi,191,122 hrs,"26,446 ft",5:37:50,0,NaN:NaN,NaN,0,1.0916695664061045,11:32.49907657995459,692.4990765799546,2,2014-10-26,2:20:0,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2013-11-24,0:54:42.03800000000001,40.566867991433355,10:16.822148358871573,616.8221483588716,27,12.325055612859934,10:44.60579999685717,644.6057999968572,28,2015-02-07,0:24:28.323000000000093,0,0,0,0,0,0,0,0,null
westbrazosrunner,14,24:42,2016,54:47,2016,1:55:28,2013,4:17:21,2015,907 mi,246,160 hrs,"12,453 ft",4:17:3,103.0744342401233,10:4.827868257807381,604.8278682578074,47,53.35332910799875,10:22.920340160817886,622.9203401608179,119,2015-02-01,1:59:26.065999999999804,0,0,0,0,0,0,0,0,null,0:55:26.175000000000182,0,0,0,0,0,0,0,0,null,0:24:57.4369999999999,0,0,0,0,0,0,0,0,null
ABLights,14,23:13,2016,41:59,2016,2:06:55,2015,4:36:39,2015,736 mi,112,117 hrs,"33,343 ft",3:57:36,0,0,0,0,0,0,0,0,null,1:46:14,0,0,0,0,0,0,0,0,null,0:41:59,62.005563357235474,10:6.348817176140983,606.348817176141,31,39.074554372185695,9:22.6229359034985,562.6229359034985,84,2016-09-05,0:20:16,0,0,0,0,0,0,0,0,null
ROMADSAL,14,,,,,,,6:08:32,2013,515 mi,31,50 hrs,"8,398 ft",2:23:8.55999999999949,0,0,0,0,0,0,0,0,null,1:17:7.079999999999927,0,0,0,0,0,0,0,0,null,0:20:1,0,0,0,0,0,0,0,0,null,0:20:1,0,0,0,0,0,0,0,0,null
landrybrad,14,18:54,2015,41:25,2015,1:29:40,2016,3:23:29,2015,"2,289 mi",285,301 hrs,"71,107 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:53:56,0,0,0,0,0,0,0,0,null,0:52:47.541015625,0,0,0,0,0,0,0,0,null,0:25:2.481999999999971,0,0,0,0,0,0,0,0,null
bryantingram,14,22:58,2017,47:24,2017,1:47:10,2017,4:01:56,2017,"1,153 mi",189,207 hrs,"42,067 ft",4:1:56.443359375,122.83546924750272,10:54.00976972303499,654.009769723035,48,106.74541585322869,10:38.72458936443468,638.7245893644347,208,2017-12-03,1:48:6.7578125,112.75900681703338,10:32.79397367190677,632.7939736719068,65,107.2563291139273,10:47.194726487681464,647.1947264876815,189,2017-09-03,0:48:53.39501953125,0,0,0,0,0,0,0,0,null,0:23:19.1739501953125,0,0,0,0,0,0,0,0,null
JamesBr6,14,21:32,2017,47:30,2017,1:45:30,2017,3:48:26,2016,998 mi,268,151 hrs,"32,198 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,0:50:0,0,0,0,0,0,0,0,0,null,0:50:0,0,0,0,0,0,0,0,0,null
Jlsw,14,24:09,2018,53:39,2018,2:11:35,2017,4:46:00,2017,996 mi,197,177 hrs,"35,284 ft",5:6:14,0,0,0,0,0,0,0,0,null,1:57:26,0,0,0,0,0,0,0,0,null,0:57:6.2939453125,0,0,0,0,0,0,0,0,null,0:26:14,0,0,0,0,0,0,0,0,null
juliacharg,14,22:36,2015,46:00,2015,1:38:29,2015,3:32:19,2015,"1,889 mi",314,277 hrs,"40,896 ft",3:34:5.854999999999563,195.9056839035463,8:32.22696555045445,512.2269655504545,79,163.1650655962487,8:29.25057770808138,509.2505777080814,296,2016-10-09,1:36:16.490999999999985,0,0,0,0,0,0,0,0,null,0:44:12.159912109375,0,0,0,0,0,0,0,0,null,0:21:29.070999999999913,0,0,0,0,0,0,0,0,null
keithclick,14,22:09,2017,45:08,2017,1:36:12,2017,3:57:11,2015,"1,079 mi",176,164 hrs,"26,491 ft",4:10:10.8359375,0,0,0,0,0,0,0,0,null,1:36:11.664999999999964,59.104237655265514,8:54.03369299407018,534.0336929940702,42,30.453810850271566,8:57.64389889683173,537.6438988968317,72,2017-07-30,0:49:9.09900000000016,0,0,0,0,0,0,0,0,null,0:23:3.1140000000000327,0,0,0,0,0,0,0,0,null
maalre,14,20:08,2013,42:38,2014,1:31:47,2014,3:14:21,2013,"1,172 mi",230,218 hrs,"22,880 ft",3:14:20.600000000000364,119.56194671935906,8:5.36892318713825,485.36892318713825,47,59.15309381485577,8:20.436969411152234,500.43696941115223,98,2013-04-28,1:31:47.27000000000044,111.27085223342073,8:10.186293821557399,490.1862938215574,46,95.38104906359132,8:10.873602527178662,490.87360252717866,171,2014-01-19,0:42:38,122.51957531244693,8:14.145145205892334,494.14514520589233,41,97.75869870050256,8:12.920568439252293,492.9205684392523,167,2014-03-02,0:20:7.720000000000027,93.64156735059095,8:11.336073303237356,491.33607330323736,37,39.021513477574665,8:26.246210688011274,506.2462106880113,67,2013-03-02
michael.miranda1,14,22:06,2014,46:34,2013,1:42:28,2015,4:28:00,2014,162 mi,44,37 hrs,"5,699 ft",277777:46:40,0,0,0,0,0,0,0,0,null,2:5:0.2640000000001237,0,0,0,0,0,0,0,0,null,1:5:0.3710000000000946,0,0,0,0,0,0,0,0,null,0:25:11,0,0,0,0,0,0,0,0,null
AshleyKirkwood,14,22:54,2013,47:45,2015,1:43:27,2014,3:42:12,2014,"2,002 mi",375,312 hrs,"49,477 ft",3:49:52.68000000000029,0,0,0,0,0,0,0,0,null,1:50:54.5600000000004,0,0,0,0,0,0,0,0,null,0:47:45,125.48723079026185,8:49.681569309850715,529.6815693098507,62,63.440656832407505,8:53.96661055210677,533.9666105521068,114,2015-07-04,0:25:47.277000000000044,0,0,0,0,0,0,0,0,null
CCor6482,14,19:12,2016,51:16,2014,1:39:42,2017,3:38:13,2017,850 mi,153,123 hrs,"22,775 ft",3:38:13.0751953125,23.34608023271574,8:16.29709316034001,496.29709316034,8,48.790178597290215,8:1.8631303463187692,481.86313034631877,128,2017-04-30,1:1:16.425000000000182,0,0,0,0,0,0,0,0,null,0:33:8.575000000000045,0,0,0,0,0,0,0,0,null,0:21:30.598999999999933,0,0,0,0,0,0,0,0,null
dbuettner,14,22:50,2014,46:03,2014,1:51:47,2016,3:49:59,2016,"2,038 mi",335,344 hrs,"45,020 ft",3:49:58.79199999999946,178.72172650486115,9:45.48930813486652,585.4893081348665,77,167.55314808140818,9:33.17396310575816,573.1739631057582,320,2016-11-06,1:51:46.590000000000146,142.10454389169888,9:33.73211135412964,573.7321113541296,67,105.65945667167911,9:22.335254899392226,562.3352548993922,198,2016-04-02,0:47:25.170000000000073,0,0,0,0,0,0,0,0,null,0:25:57.67000000000007,0,0,0,0,0,0,0,0,null
gjenkins1126,14,21:35,2015,45:12,2014,1:40:11,2016,3:31:29,2015,"1,611 mi",230,237 hrs,"42,700 ft",4:32:25.82421875,0,0,0,0,0,0,0,0,null,1:48:36,0,0,0,0,0,0,0,0,null,0:49:47.684999999999945,0,0,0,0,0,0,0,0,null,0:32:32.43399999999997,0,0,0,0,0,0,0,0,null
Hockey_Ed,14,,,,,,,3:50:27,2015,65 mi,16,11 hrs,"2,441 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:46:41.347999999999956,0,0,0,0,0,0,0,0,null,0:57:51.47400000000016,0,0,0,0,0,0,0,0,null,0:23:16.811999999999898,0,0,0,0,0,0,0,0,null
PeteGroner,14,22:13,2016,45:15,2016,1:36:57,2016,3:29:26,2016,846 mi,140,126 hrs,"12,327 ft",3:33:2.379000000000815,0,0,0,0,0,0,0,0,null,1:38:56.33899999999994,0,0,0,0,0,0,0,0,null,0:47:59.58399999999983,0,0,0,0,0,0,0,0,null,0:37:54.49200000000019,0,0,0,0,0,0,0,0,null
richypryor,14,21:25,2016,48:23,2017,1:49:51,2017,3:57:21,2015,878 mi,146,128 hrs,"31,155 ft",3:57:21.459999999999127,121.58351042456327,8:43.59923735572636,523.5992373557264,51,88.60220079867109,8:55.255112993889725,535.2551129938897,167,2015-04-25,1:50:12.80615234375,86.68112609216776,8:30.79768757272143,510.79768757272143,39,86.0613279561553,8:33.21853047545994,513.2185304754599,147,2017-08-12,0:48:46.19999999999982,122.40658903649948,8:25.48244573296745,505.48244573296745,55,100.36373813695882,8:47.56544162472892,527.5654416247289,182,2015-07-04,0:22:50,0,0,0,0,0,0,0,0,null
sdeslongchamps,14,18:04,2017,38:04,2013,1:23:45,2015,3:01:01,2012,"3,458 mi",422,511 hrs,"178,231 ft",3:3:0.1929999999993015,0,0,0,0,0,0,0,0,null,1:24:7.376000000000204,164.15028728132862,8:4.990782848229287,484.9907828482293,89,58.84151836570687,8:5.205468739895821,485.2054687398958,118,2016-04-10,0:39:16.518999999999778,0,0,0,0,0,0,0,0,null,0:18:2,164.25952016228922,12:3.162613917808926,723.1626139178089,75,136.9114042793287,10:6.010523782240284,606.0105237822403,293,2017-08-26
AdamEndsley,14,25:32,2017,58:57,2016,2:10:32,2016,6:10:26,2017,"4,426 mi",371,431 hrs,"158,002 ft",10:14:23.70703125,0,0,0,0,0,0,0,0,null,2:10:31.88500000000022,48.64719284510006,9:57.09245901381371,597.0924590138137,27,44.30243505619279,10:31.306327696400558,631.3063276964006,126,2016-10-15,1:0:49.266999999999825,0,0,0,0,0,0,0,0,null,0:25:32.385009765625,32.757995679550056,13:7.1269868127168365,787.1269868127168,22,42.67411769440424,10:35.82403821221908,635.8240382122191,114,2017-11-23
Doug_Ironman5,14,5:59.2,2017,44:50,2015,1:39:35,2015,3:34:39,2015,"6,327 mi",466,551 hrs,"123,858 ft",4:38:48.0703125,0,0,0,0,0,0,0,0,null,1:45:26.1640625,0,0,0,0,0,0,0,0,null,0:50:51.01000000000022,0,0,0,0,0,0,0,0,null,0:25:1.0460205078125,0,0,0,0,0,0,0,0,null
dfquigley,14,18:35,2017,38:11,2017,1:23:45,2017,2:59:04,2017,"1,811 mi",301,268 hrs,"109,479 ft",2:59:4,216.8091918076058,8:30.613345050913267,510.61334505091327,88,147.56694173962399,9:36.98390300879703,576.983903008797,266,2017-05-07,1:23:45,201.41785086616608,8:29.891913212668385,509.8919132126684,87,138.88029369901463,9:45.15981282982602,585.159812829826,254,2017-04-09,0:38:11,189.56734306750127,8:49.12770580751635,529.1277058075163,82,130.11264937162426,9:58.55697128182396,598.556971281824,246,2017-03-12,0:18:35,205.63688239079588,8:16.653772153786576,496.6537721537866,84,150.99886046836622,9:32.272530613587946,572.272530613588,270,2017-05-21
rlopez83,14,20:16,2014,41:04,2015,1:27:36,2017,3:28:14,2015,"3,975 mi",419,387 hrs,"130,750 ft",3:32:35.625,0,0,0,0,0,0,0,0,null,1:27:10.80322265625,77.64674312607625,7:57.839902807983094,477.8399028079831,43,67.26715086386248,8:22.68311131840153,502.68311131840153,160,2017-06-18,0:38:58.31005859375,0,0,0,0,0,0,0,0,null,0:15:37.50400000000002,0,0,0,0,0,0,0,0,null
ricc.,14,16:53,2015,35:15,2016,1:16:45,2017,2:44:59,2017,"2,589 mi",479,318 hrs,"93,339 ft",2:44:58.748999999999796,174.8244789756229,7:21.91893973244032,441.9189397324403,79,179.79599561434532,7:24.898547788701023,444.898547788701,344,2017-04-02,1:15:25.813000000000102,0,0,0,0,0,0,0,0,null,0:35:15.090999999999894,207.99489645858964,7:35.81146115064405,455.81146115064405,95,78.2849444492774,7:30.74292485697788,450.7429248569779,154,2016-09-11,0:17:0.7060000000000173,142.9087388991923,7:25.62744777850577,445.62744777850577,84,178.39674856751233,7:24.00636340939161,444.0063634093916,344,2017-07-15
Blcal,14,23:46,2016,51:45,2016,1:59:51,2015,4:19:23,2015,"1,681 mi",249,184 hrs,"44,573 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,1:54:27.26800000000003,0,0,0,0,0,0,0,0,null,0:36:45.14697265625,0,0,0,0,0,0,0,0,null
markcowderoy,14,27:06,2015,58:52,2013,2:07:00,2013,5:33:50,2014,730 mi,102,114 hrs,"19,392 ft",5:0:2.5760000000009313,0,0,0,0,0,0,0,0,null,2:7:0.18699999999989814,40.85869155471601,12:17.634177368918813,737.6341773689188,29,36.58722675133907,11:53.40568556150606,713.4056855615061,81,2013-10-20,0:58:51.60500000000002,42.46087630125807,12:15.389745102242046,735.389745102242,27,35.90362405292439,11:55.50002757751099,715.500027577511,78,2013-10-05,0:17:7.113000000000056,0,0,0,0,0,0,0,0,null
simong89,14,18:31,2014,39:31,2014,1:20:17,2015,2:59:13,2014,"2,843 mi",408,389 hrs,"59,740 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:25:47,0,0,0,0,0,0,0,0,null,0:44:12.432999999999993,0,0,0,0,0,0,0,0,null,0:18:55.0619999999999,0,0,0,0,0,0,0,0,null
dlfron,14,20:21,2016,42:28,2016,1:32:36,2017,3:08:38,2017,,,,,3:25:39.82599999999911,0,0,0,0,0,0,0,0,null,1:50:4.574999999999818,0,0,0,0,0,0,0,0,null,0:43:5.320999999999913,0,0,0,0,0,0,0,0,null,0:20:59.94900000000007,0,0,0,0,0,0,0,0,null
donnylaing,14,,,55:04,2013,1:47:53,2013,4:17:35,2013,"2,838 mi",249,309 hrs,"66,027 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,1:4:32.888916015625,0,0,0,0,0,0,0,0,null,0:28:54.0419921875,0,0,0,0,0,0,0,0,null
MichaelDahlman,14,21:32,2014,52:45,2014,1:58:43,2017,4:38:27,2017,665 mi,136,143 hrs,"11,757 ft",4:38:25,70.26020001551491,14:2.664580649471759,842.6645806494718,30,78.0392599415916,11:23.448161518140296,683.4481615181403,175,2017-09-10,1:58:43,88.23425757430711,10:16.829047196182387,616.8290471961824,52,88.38166320012688,10:42.769326054698695,642.7693260546987,204,2017-04-14,0:52:15,76.45991731600118,8:24.55194504803069,504.5519450480307,66,45.685437301419626,9:46.50345163346071,586.5034516334607,174,2014-03-16,0:21:32,46.66923500731149,9:15.176588230072753,555.1765882300728,63,32.309870816608054,10:38.77280054174321,638.7728005417432,135,2014-01-10
KeithHamilton,14,20:09,2014,41:34,2014,1:35:23,2014,3:14:48,2014,"4,991 mi",592,647 hrs,"96,639 ft",3:22:57.004000000000815,0,0,0,0,0,0,0,0,null,1:28:59.4658203125,0,0,0,0,0,0,0,0,null,0:54:40.093017578125,0,0,0,0,0,0,0,0,null,0:22:16.1390380859375,0,0,0,0,0,0,0,0,null
onetoytech,14,29:27,2016,53:34,2017,2:04:47,2017,5:05:54,2017,"3,105 mi",211,293 hrs,"141,394 ft",5:5:54.04899999999907,26.38428175525371,11:5.404229287796511,665.4042292877965,13,27.933491369132692,11:50.03418696347342,710.0341869634734,68,2017-01-15,2:15:56.05000000000018,0,0,0,0,0,0,0,0,null,0:52:44.993896484375,0,0,0,0,0,0,0,0,null,0:24:28.7960205078125,0,0,0,0,0,0,0,0,null
muttleyspeed,14,19:28,2016,40:47,2016,1:29:17,2016,3:12:31,2016,"1,951 mi",198,224 hrs,"52,227 ft",3:12:31,150.24355740034218,7:28.0635076681167,448.0635076681167,48,125.75723847457141,7:38.09972808562304,458.09972808562304,188,2016-11-20,1:29:48,155.04224298987992,7:35.84426521710276,455.84426521710276,56,122.29662159643088,7:39.01104435446052,459.0110443544605,185,2016-10-29,0:41:32,0,0,0,0,0,0,0,0,null,0:19:28.406999999999925,129.63784947038332,7:39.57434429886746,459.57434429886746,45,98.76485909337576,7:46.19152388133995,466.19152388133995,156,2016-04-28
JasonTheDad,14,26:21,2017,56:15,2017,2:17:24,2017,4:56:32,2017,"1,082 mi",200,187 hrs,"8,332 ft",4:56:32,34.39846973977881,12:25.25834191806996,745.25834191807,21,50.16455275679357,11:25.889645955936203,685.8896459559362,118,2017-11-12,2:17:24.34375,44.36627148695596,9:54.87648088865865,594.8764808886586,26,11.09156787173899,9:54.87648088865865,594.8764808886586,26,2017-02-19,0:56:14.6259765625,48.734764144789814,9:57.94207578533894,597.942075785339,27,12.183691036197454,9:57.94207578533894,597.942075785339,27,2017-02-21,0:26:37.24499999999989,0,0,0,0,0,0,0,0,null
A9rapahel,14,18:53,2015,41:05,2015,1:37:33,2017,3:51:03,2016,"2,021 mi",472,496 hrs,"73,661 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:37:52.22900390625,93.78613003331334,8:11.989074269981472,491.9890742699815,48,82.25173679059002,9:4.443898169095405,544.4438981690954,169,2017-05-21,0:49:32.4130859375,0,0,0,0,0,0,0,0,null,0:27:17.8409423828125,0,0,0,0,0,0,0,0,null
gsoutiea,14,17:57,2013,38:01,2016,1:21:54,2013,2:54:24,2013,"3,628 mi",303,555 hrs,"185,850 ft",2:56:38.85499999999956,0,0,0,0,0,0,0,0,null,1:25:34.13100000000031,0,0,0,0,0,0,0,0,null,0:40:38.422000000000025,0,0,0,0,0,0,0,0,null,0:18:41.38200000000006,0,0,0,0,0,0,0,0,null
gdierksen,14,17:45,2014,,,1:22:20,2017,2:51:13,2015,"7,397 mi",619,531 hrs,"275,508 ft",3:0:57.7421875,0,0,0,0,0,0,0,0,null,1:3:29.576904296875,0,0,0,0,0,0,0,0,null,0:39:14.943115234375,0,0,0,0,0,0,0,0,null,0:17:54.118999999999915,134.3457421468843,7:9.664317932426286,429.6643179324263,61,58.03198360818723,7:39.1208202800039,459.1208202800039,117,2016-12-18
cmhaddad,5,21:10,2016,43:42,2015,1:39:08,2014,3:36:59,2014,"1,556 mi",258,222 hrs,"17,734 ft",3:36:58.98400000000038,67.83444144804703,8:2.2563430661004418,482.25634306610044,24,16.958610362011758,8:2.2563430661004418,482.25634306610044,24,2014-10-26,1:42:12.0400390625,0,0,0,0,0,0,0,0,null,0:47:52.01904296875,0,0,0,0,0,0,0,0,null,0:21:7,166.96068367570973,8:10.971520132751323,490.9715201327513,78,110.96612793650395,8:11.24764103263658,491.2476410326366,196,2015-12-05
2ed84638-c92b-4d63-9243-70c93192b793,6,24:13,2017,49:46,2017,1:51:42,2017,4:19:54,2017,711 mi,149,110 hrs,"17,465 ft",4:27:48.4921875,0,0,0,0,0,0,0,0,null,1:51:42.419921875,10.495797327695929,8:33.361815533208755,513.3618155332088,6,3.716706818429838,8:33.88513708771052,513.8851370877105,7,2017-09-24,0:52:19.757080078125,0,0,0,0,0,0,0,0,null,0:24:7.2650146484375,39.37506065059085,8:53.54088410550082,533.5408841055008,33,23.161062976333174,9:16.169361930851892,556.1693619308519,62,2018-02-18
